Player,club_name,Nation,Pos,Age,MP,Gls,Ast
Gabriel Dos Santos,Arsenal,BRA,DF,25.0,20,2,0
Aaron Ramsdale,Arsenal,ENG,GK,24.0,20,0,0
William Saliba,Arsenal,FRA,DF,21.0,20,2,1
Bukayo Saka,Arsenal,ENG,FW,21.0,20,7,7
Granit Xhaka,Arsenal,SUI,MF,30.0,20,3,5
Martinelli,Arsenal,BRA,FW,21.0,20,7,2
Ben White,Arsenal,ENG,DF,25.0,20,0,2
Martin Ødegaard,Arsenal,NOR,MF,24.0,19,8,5
Thomas Partey,Arsenal,GHA,MF,29.0,17,2,0
Gabriel Jesus,Arsenal,BRA,FW,25.0,14,5,5
Oleksandr Zinchenko,Arsenal,UKR,DF,26.0,13,0,1
Eddie Nketiah,Arsenal,ENG,FW,23.0,18,4,0
Takehiro Tomiyasu,Arsenal,JPN,DF,24.0,16,0,1
Kieran Tierney,Arsenal,SCO,DF,25.0,15,0,0
Albert Sambi Lokonga,Arsenal,BEL,MF,23.0,6,0,0
Fabio Vieira,Arsenal,POR,"MF,FW",22.0,11,1,1
Mohamed Elneny,Arsenal,EGY,MF,30.0,5,0,0
Reiss Nelson,Arsenal,ENG,FW,23.0,2,2,1
Emile Smith Rowe,Arsenal,ENG,"MF,FW",22.0,5,0,0
Leandro Trossard,Arsenal,BEL,FW,28.0,2,0,0
Jorginho,Arsenal,ITA,MF,31.0,1,0,0
Cédric Soares,Arsenal,POR,DF,31.0,2,0,0
Rob Holding,Arsenal,ENG,DF,27.0,6,0,0
Marquinhos,Arsenal,BRA,MF,19.0,1,0,0
Ethan Nwaneri,Arsenal,ENG,FW,15.0,1,0,0
Nathan Butler-Oyedeji,Arsenal,ENG,FW,20.0,0,0,0
Amario Duberry,Arsenal,ENG,FW,17.0,0,0,0
Karl Jakob Hein,Arsenal,EST,GK,20.0,0,0,0
Jakub Kiwior,Arsenal,POL,"DF,MF",22.0,0,0,0
Nicolas Pépé,Arsenal,CIV,"FW,MF",27.0,0,0,0
Matthew Smith,Arsenal,ENG,MF,22.0,0,0,0
Lino Sousa,Arsenal,ENG,DF,18.0,0,0,0
Matt Turner,Arsenal,USA,GK,28.0,0,0,0
Ederson,Manchester City,BRA,GK,29.0,21,0,1
Rodri,Manchester City,ESP,MF,26.0,20,1,4
Erling Haaland,Manchester City,NOR,FW,22.0,20,25,3
Kevin De Bruyne,Manchester City,BEL,MF,31.0,20,3,11
Bernardo Silva,Manchester City,POR,"MF,FW",28.0,20,2,5
João Cancelo,Manchester City,POR,DF,28.0,17,2,1
Manuel Akanji,Manchester City,SUI,DF,27.0,15,0,1
İlkay Gündoğan,Manchester City,GER,MF,32.0,18,2,2
John Stones,Manchester City,ENG,DF,28.0,14,0,2
Nathan Aké,Manchester City,NED,DF,27.0,15,0,0
Phil Foden,Manchester City,ENG,"FW,DF",22.0,18,7,4
Jack Grealish,Manchester City,ENG,FW,27.0,15,2,3
Riyad Mahrez,Manchester City,ALG,"FW,MF",31.0,16,4,3
Kyle Walker,Manchester City,ENG,DF,32.0,11,0,0
Rúben Dias,Manchester City,POR,DF,25.0,13,0,0
Julián Álvarez,Manchester City,ARG,"FW,MF",23.0,16,4,0
Rico Lewis,Manchester City,ENG,"DF,MF",18.0,9,0,0
Aymeric Laporte,Manchester City,ESP,DF,28.0,5,0,0
Cole Palmer,Manchester City,ENG,"FW,MF",20.0,9,0,0
Sergio Gómez,Manchester City,ESP,"DF,MF",22.0,5,0,1
Kalvin Phillips,Manchester City,ENG,MF,27.0,3,0,0
Scott Carson,Manchester City,ENG,GK,37.0,0,0,0
Liam Delap,Manchester City,ENG,FW,20.0,0,0,0
Claudio Gomes,Manchester City,FRA,MF,22.0,0,0,0
Ben Knight,Manchester City,ENG,MF,20.0,0,0,0
Luke Mbete-Tatu,Manchester City,ENG,DF,19.0,0,0,0
Stefan Ortega,Manchester City,GER,GK,30.0,0,0,0
Máximo Perrone,Manchester City,ARG,MF,20.0,0,0,0
Josh Wilson-Esbrand,Manchester City,ENG,DF,20.0,0,0,0
David de Gea,Manchester Utd,ESP,GK,32.0,21,0,0
Bruno Fernandes,Manchester Utd,POR,"MF,FW",28.0,20,5,4
Marcus Rashford,Manchester Utd,ENG,FW,25.0,21,10,3
Christian Eriksen,Manchester Utd,DEN,MF,30.0,19,1,7
Lisandro Martínez,Manchester Utd,ARG,DF,25.0,19,1,0
Luke Shaw,Manchester Utd,ENG,DF,27.0,17,1,1
Raphaël Varane,Manchester Utd,FRA,DF,29.0,16,0,0
Casemiro,Manchester Utd,BRA,MF,30.0,17,2,3
Diogo Dalot,Manchester Utd,POR,DF,23.0,14,0,1
Antony,Manchester Utd,BRA,FW,22.0,12,3,0
Jadon Sancho,Manchester Utd,ENG,FW,22.0,10,2,1
Tyrell Malacia,Manchester Utd,NED,DF,23.0,12,0,0
Scott McTominay,Manchester Utd,SCO,MF,26.0,15,0,0
Aaron Wan-Bissaka,Manchester Utd,ENG,DF,25.0,8,0,0
Fred,Manchester Utd,BRA,MF,29.0,18,2,0
Anthony Martial,Manchester Utd,FRA,FW,27.0,9,3,2
Anthony Elanga,Manchester Utd,SWE,FW,20.0,13,0,1
Cristiano Ronaldo,Manchester Utd,POR,FW,38.0,10,1,0
Victor Lindelöf,Manchester Utd,SWE,DF,28.0,7,0,0
Harry Maguire,Manchester Utd,ENG,DF,29.0,9,0,0
Wout Weghorst,Manchester Utd,NED,FW,30.0,3,0,0
Alejandro Garnacho,Manchester Utd,ESP,FW,18.0,10,1,2
Donny van de Beek,Manchester Utd,NED,MF,25.0,7,0,0
Marcel Sabitzer,Manchester Utd,AUT,MF,28.0,1,0,0
Rhys Bennett,Manchester Utd,ENG,DF,19.0,0,0,0
Nathan Bishop,Manchester Utd,ENG,GK,23.0,0,0,0
Martin Dúbravka,Manchester Utd,SVK,GK,34.0,0,0,0
James Garner,Manchester Utd,ENG,MF,21.0,0,0,0
Tom Heaton,Manchester Utd,ENG,GK,36.0,0,0,0
Zidane Iqbal,Manchester Utd,IRQ,MF,19.0,0,0,0
Matej Kovar,Manchester Utd,CZE,GK,22.0,0,0,0
Kobbie Mainoo,Manchester Utd,ENG,MF,17.0,0,0,0
Facundo Pellistri,Manchester Utd,URU,MF,21.0,0,0,0
Shola Shoretire,Manchester Utd,ENG,MF,19.0,0,0,0
Brandon Williams,Manchester Utd,ENG,DF,22.0,0,0,0
Nick Pope,Newcastle Utd,ENG,GK,30.0,21,0,0
Kieran Trippier,Newcastle Utd,ENG,DF,32.0,21,1,4
Miguel Almirón,Newcastle Utd,PAR,FW,28.0,21,9,1
Fabian Schär,Newcastle Utd,SUI,DF,31.0,20,1,0
Dan Burn,Newcastle Utd,ENG,DF,30.0,21,0,0
Joe Willock,Newcastle Utd,ENG,MF,23.0,21,2,2
Joelinton,Newcastle Utd,BRA,"MF,FW",26.0,19,2,1
Sven Botman,Newcastle Utd,NED,DF,23.0,19,0,0
Sean Longstaff,Newcastle Utd,ENG,MF,25.0,21,1,3
Bruno Guimarães,Newcastle Utd,BRA,MF,25.0,17,3,3
Callum Wilson,Newcastle Utd,ENG,FW,30.0,16,7,3
Allan Saint-Maximin,Newcastle Utd,FRA,FW,25.0,13,1,3
Jacob Murphy,Newcastle Utd,ENG,FW,27.0,21,1,1
Chris Wood,Newcastle Utd,NZL,FW,31.0,18,2,0
Matt Targett,Newcastle Utd,ENG,DF,27.0,10,0,0
Ryan Fraser,Newcastle Utd,SCO,FW,28.0,8,0,0
Alexander Isak,Newcastle Utd,SWE,FW,23.0,5,3,0
Jamaal Lascelles,Newcastle Utd,ENG,DF,29.0,4,0,0
Elliot Anderson,Newcastle Utd,SCO,"FW,MF",20.0,9,0,0
Jonjo Shelvey,Newcastle Utd,ENG,MF,30.0,3,0,0
Anthony Gordon,Newcastle Utd,ENG,FW,21.0,1,0,0
Javier Manquillo,Newcastle Utd,ESP,DF,28.0,1,0,0
Jamal Lewis,Newcastle Utd,NIR,DF,25.0,1,0,0
Matt Ritchie,Newcastle Utd,SCO,FW,33.0,2,0,0
Emil Krafth,Newcastle Utd,SWE,DF,28.0,1,0,0
Karl Darlow,Newcastle Utd,ENG,GK,32.0,0,0,0
Martin Dúbravka,Newcastle Utd,SVK,GK,34.0,0,0,0
Paul Dummett,Newcastle Utd,WAL,DF,31.0,0,0,0
Loris Karius,Newcastle Utd,GER,GK,29.0,0,0,0
Harry Kane,Tottenham,ENG,FW,29.0,22,17,1
Hugo Lloris,Tottenham,FRA,GK,36.0,21,0,0
Pierre Højbjerg,Tottenham,DEN,MF,27.0,21,4,3
Eric Dier,Tottenham,ENG,DF,29.0,21,2,0
Son Heung-min,Tottenham,KOR,"MF,FW",30.0,20,4,3
Rodrigo Bentancur,Tottenham,URU,MF,25.0,17,4,2
Ben Davies,Tottenham,WAL,DF,29.0,19,2,1
Ivan Perišić,Tottenham,CRO,"DF,MF",34.0,22,0,5
Emerson,Tottenham,BRA,DF,24.0,17,1,1
Cristian Romero,Tottenham,ARG,DF,24.0,14,0,0
Dejan Kulusevski,Tottenham,SWE,"MF,FW",22.0,14,2,5
Clément Lenglet,Tottenham,FRA,DF,27.0,13,0,2
Ryan Sessegnon,Tottenham,ENG,DF,22.0,17,2,0
Yves Bissouma,Tottenham,MLI,MF,26.0,20,0,0
Matt Doherty,Tottenham,IRL,"DF,MF",31.0,12,1,0
Davinson Sánchez,Tottenham,COL,DF,26.0,12,0,0
Richarlison,Tottenham,BRA,"MF,FW",25.0,13,0,2
Oliver Skipp,Tottenham,ENG,MF,22.0,8,0,0
Bryan,Tottenham,ESP,"MF,FW",21.0,4,0,1
Pape Matar Sarr,Tottenham,SEN,MF,20.0,3,0,0
Fraser Forster,Tottenham,ENG,GK,34.0,1,0,0
Japhet Tanganga,Tottenham,ENG,DF,23.0,1,0,0
Lucas Moura,Tottenham,BRA,"MF,DF",30.0,8,0,0
Djed Spence,Tottenham,ENG,"FW,DF",22.0,4,0,0
Harvey White,Tottenham,ENG,MF,21.0,1,0,0
Arnaut Danjuma,Tottenham,NED,"FW,MF",26.0,0,0,0
Pedro Porro,Tottenham,ESP,"DF,MF",23.0,0,0,0
Robert Sánchez,Brighton,ESP,GK,25.0,20,0,0
Lewis Dunk,Brighton,ENG,DF,31.0,20,0,0
Pascal Groß,Brighton,GER,"MF,DF",31.0,20,6,3
Solly March,Brighton,ENG,"FW,DF",28.0,20,4,4
Moisés Caicedo,Brighton,ECU,MF,21.0,19,1,1
Alexis Mac Allister,Brighton,ARG,MF,24.0,17,5,0
Leandro Trossard,Brighton,BEL,"FW,MF",28.0,16,7,2
Joël Veltman,Brighton,NED,DF,31.0,18,0,1
Pervis Estupiñán,Brighton,ECU,DF,25.0,17,0,2
Adam Webster,Brighton,ENG,DF,28.0,15,0,0
Danny Welbeck,Brighton,ENG,FW,32.0,16,1,2
Adam Lallana,Brighton,ENG,"MF,FW",34.0,16,2,1
Kaoru Mitoma,Brighton,JPN,"FW,DF",25.0,15,5,1
Levi Colwill,Brighton,ENG,DF,19.0,7,0,0
Tariq Lamptey,Brighton,GHA,DF,22.0,17,0,0
Enock Mwepu,Brighton,ZAM,"FW,MF",25.0,6,0,1
Evan Ferguson,Brighton,IRL,FW,18.0,5,3,2
Billy Gilmour,Brighton,SCO,MF,21.0,7,0,0
Deniz Undav,Brighton,GER,"FW,MF",26.0,9,0,0
Jeremy Sarmiento,Brighton,ECU,MF,20.0,7,0,1
Jan Paul van Hecke,Brighton,NED,DF,22.0,2,0,0
Julio César Enciso,Brighton,PAR,"FW,MF",19.0,5,0,0
Facundo Buonanotte,Brighton,ARG,"MF,FW",18.0,1,0,0
Andrew Moran,Brighton,IRL,FW,19.0,1,0,0
Steven Alzate,Brighton,COL,MF,24.0,0,0,0
James Furlong,Brighton,IRL,DF,20.0,0,0,0
Jack Hinshelwood,Brighton,ENG,MF,17.0,0,0,0
Neal Maupay,Brighton,FRA,"FW,MF",26.0,0,0,0
Odeluga Offiah,Brighton,ENG,DF,20.0,0,0,0
Jason Steele,Brighton,ENG,GK,32.0,0,0,0
Ed Turns,Brighton,WAL,DF,20.0,0,0,0
David Raya,Brentford,ESP,GK,27.0,21,0,0
Bryan Mbeumo,Brentford,CMR,FW,23.0,21,5,2
Mathias Jensen,Brentford,DEN,MF,27.0,21,3,4
Rico Henry,Brentford,ENG,DF,25.0,20,0,2
Ben Mee,Brentford,ENG,DF,33.0,20,3,0
Ivan Toney,Brentford,ENG,FW,26.0,19,13,3
Vitaly Janelt,Brentford,GER,"MF,DF",24.0,21,2,1
Ethan Pinnock,Brentford,JAM,DF,29.0,13,0,0
Josh Dasilva,Brentford,ENG,MF,24.0,21,3,2
Christian Nørgaard,Brentford,DEN,MF,28.0,11,1,1
Yoane Wissa,Brentford,COD,FW,26.0,21,4,2
Mads Roerslev,Brentford,DEN,DF,23.0,13,0,0
Aaron Hickey,Brentford,SCO,DF,20.0,10,0,0
Mathias Jørgensen,Brentford,DEN,DF,32.0,13,0,0
Kristoffer Ajer,Brentford,NOR,DF,24.0,8,0,0
Pontus Jansson,Brentford,SWE,DF,31.0,7,0,0
Frank Onyeka,Brentford,NGA,MF,25.0,12,0,1
Shandon Baptiste,Brentford,GRN,MF,24.0,12,0,0
Keane Lewis-Potter,Brentford,ENG,"FW,MF",21.0,9,0,1
Mikkel Damsgaard,Brentford,DEN,"MF,FW",22.0,11,0,0
Saman Ghoddos,Brentford,IRN,"MF,FW",29.0,9,0,0
Sergi Canós,Brentford,ESP,"FW,DF",26.0,5,0,0
Kevin Schade,Brentford,GER,"FW,MF",21.0,2,0,0
Mads Bech Sørensen,Brentford,DEN,"DF,MF",24.0,4,0,0
Halil Dervişoğlu,Brentford,TUR,MF,23.0,1,0,0
Matthew Cox,Brentford,ENG,GK,19.0,0,0,0
Tristan Crama,Brentford,FRA,MF,21.0,0,0,0
Charlie Goode,Brentford,ENG,DF,27.0,0,0,0
Finley Stevens,Brentford,WAL,DF,19.0,0,0,0
Thomas Strakosha,Brentford,ALB,GK,27.0,0,0,0
Ryan Trevitt,Brentford,ENG,MF,19.0,0,0,0
Yehor Yarmoliuk,Brentford,UKR,MF,18.0,0,0,0
Tim Ream,Fulham,USA,DF,35.0,22,1,0
Andreas Pereira,Fulham,BRA,MF,27.0,22,2,5
João Palhinha,Fulham,POR,MF,27.0,21,3,0
Bobby Reid,Fulham,JAM,"FW,DF",30.0,21,4,1
Harrison Reed,Fulham,ENG,MF,28.0,21,2,1
Bernd Leno,Fulham,GER,GK,30.0,20,0,0
Antonee Robinson,Fulham,USA,DF,25.0,19,0,0
Aleksandar Mitrović,Fulham,SRB,FW,28.0,18,11,1
Kenny Tete,Fulham,NED,DF,27.0,16,0,4
Willian,Fulham,BRA,FW,34.0,15,2,2
Tosin Adarabioyo,Fulham,ENG,DF,25.0,14,1,0
Issa Diop,Fulham,FRA,DF,26.0,14,1,0
Neeskens Kebano,Fulham,COD,FW,30.0,12,0,3
Carlos Vinícius,Fulham,BRA,FW,27.0,14,1,0
Daniel James,Fulham,WAL,FW,25.0,12,1,0
Harry Wilson,Fulham,WAL,FW,25.0,13,0,0
Marek Rodák,Fulham,SVK,GK,26.0,2,0,0
Layvin Kurzawa,Fulham,FRA,DF,30.0,3,0,0
Tom Cairney,Fulham,SCO,MF,32.0,22,0,0
Kevin Mbabu,Fulham,SUI,"DF,FW",27.0,6,0,1
Jay Stansfield,Fulham,ENG,FW,20.0,3,0,0
Nathaniel Chalobah,Fulham,ENG,MF,28.0,4,0,0
Manor Solomon,Fulham,ISR,FW,23.0,4,0,0
Josh Onomah,Fulham,ENG,MF,25.0,2,0,0
Luke Harris,Fulham,WAL,"MF,FW",17.0,3,0,0
Shane Duffy,Fulham,IRL,"FW,DF",31.0,4,0,0
Tyrese Francois,Fulham,AUS,FW,22.0,1,0,0
Terry Ablade,Fulham,FIN,FW,21.0,0,0,0
Martial Godo,Fulham,ENG,MF,19.0,0,0,0
Rodrigo Muniz,Fulham,BRA,FW,21.0,0,0,0
Stefan Parkes,Fulham,ENG,DF,18.0,0,0,0
Kristian Sekularac,Fulham,ENG,MF,19.0,0,0,0
Mason Mount,Chelsea,ENG,"MF,FW",24.0,20,3,2
Thiago Silva,Chelsea,BRA,DF,38.0,19,0,2
Kai Havertz,Chelsea,GER,"FW,MF",23.0,20,5,1
Marc Cucurella,Chelsea,ESP,DF,24.0,19,0,2
Jorginho,Chelsea,ITA,MF,31.0,18,2,0
Raheem Sterling,Chelsea,ENG,"FW,MF",28.0,16,4,2
Kepa Arrizabalaga,Chelsea,ESP,GK,28.0,13,0,0
Kalidou Koulibaly,Chelsea,SEN,DF,31.0,14,2,0
Ruben Loftus-Cheek,Chelsea,ENG,"MF,DF",27.0,14,0,0
Trevoh Chalobah,Chelsea,ENG,DF,23.0,12,0,0
César Azpilicueta,Chelsea,ESP,DF,33.0,18,0,0
Conor Gallagher,Chelsea,ENG,"MF,FW",23.0,19,1,1
Edouard Mendy,Chelsea,SEN,GK,30.0,9,0,0
Reece James,Chelsea,ENG,"DF,MF",23.0,9,1,1
Mateo Kovačić,Chelsea,CRO,MF,28.0,15,0,1
Christian Pulisic,Chelsea,USA,"FW,DF",24.0,16,1,1
Hakim Ziyech,Chelsea,MAR,"FW,MF",29.0,11,0,1
Pierre-Emerick Aubameyang,Chelsea,GAB,FW,33.0,11,1,0
Ben Chilwell,Chelsea,ENG,"DF,MF",26.0,10,1,1
Lewis Hall,Chelsea,ENG,"DF,MF",18.0,5,0,0
Denis Zakaria,Chelsea,SUI,MF,26.0,4,0,0
Benoît Badiashile,Chelsea,FRA,DF,21.0,3,0,0
Armando Broja,Chelsea,ALB,FW,21.0,12,1,0
Wesley Fofana,Chelsea,FRA,DF,22.0,2,0,0
N'Golo Kanté,Chelsea,FRA,MF,31.0,2,0,0
Carney Chukwuemeka,Chelsea,ENG,"MF,FW",19.0,8,0,0
Enzo Fernández,Chelsea,ARG,MF,22.0,1,0,0
Mykhailo Mudryk,Chelsea,UKR,FW,22.0,2,0,0
João Félix,Chelsea,POR,FW,23.0,1,0,0
Noni Madueke,Chelsea,ENG,FW,20.0,1,0,0
Omari Hutchinson,Chelsea,ENG,FW,19.0,1,0,0
Datro Fofana,Chelsea,CIV,"FW,MF",20.0,1,0,0
Ethan Ampadu,Chelsea,WAL,"DF,MF",22.0,0,0,0
Marcus Bettinelli,Chelsea,ENG,GK,30.0,0,0,0
Billy Gilmour,Chelsea,SCO,MF,21.0,0,0,0
Callum Hudson-Odoi,Chelsea,ENG,"FW,MF",22.0,0,0,0
Bashir Humphreys,Chelsea,ENG,DF,19.0,0,0,0
Harvey Vale,Chelsea,ENG,MF,19.0,0,0,0
Alisson,Liverpool,BRA,GK,30.0,20,0,1
Mohamed Salah,Liverpool,EGY,FW,30.0,20,7,4
Virgil van Dijk,Liverpool,NED,DF,31.0,17,2,0
Trent Alexander-Arnold,Liverpool,ENG,DF,24.0,20,1,1
Andrew Robertson,Liverpool,SCO,DF,28.0,18,0,5
Fabinho,Liverpool,BRA,MF,29.0,18,0,0
Thiago Alcántara,Liverpool,ESP,MF,31.0,14,0,0
Harvey Elliott,Liverpool,ENG,"MF,FW",19.0,20,1,1
Joe Gomez,Liverpool,ENG,DF,25.0,17,0,0
Darwin Núñez,Liverpool,URU,FW,23.0,15,5,2
Roberto Firmino,Liverpool,BRA,"FW,MF",31.0,13,7,3
Jordan Henderson,Liverpool,ENG,MF,32.0,17,0,0
Joël Matip,Liverpool,CMR,DF,31.0,9,0,0
Luis Díaz,Liverpool,COL,FW,26.0,8,3,2
James Milner,Liverpool,ENG,"DF,MF",37.0,14,0,1
Kostas Tsimikas,Liverpool,GRE,DF,26.0,13,0,3
Ibrahima Konaté,Liverpool,FRA,DF,23.0,5,0,0
Fabio Carvalho,Liverpool,POR,"MF,FW",20.0,11,2,0
Alex Oxlade-Chamberlain,Liverpool,ENG,"FW,MF",29.0,8,1,0
Cody Gakpo,Liverpool,NED,FW,23.0,3,0,0
Naby Keïta,Liverpool,GUI,MF,27.0,6,0,0
Diogo Jota,Liverpool,POR,"FW,MF",26.0,4,0,1
Stefan Bajcetic,Liverpool,ESP,MF,18.0,5,1,0
Curtis Jones,Liverpool,ENG,"MF,FW",22.0,6,0,0
Nathaniel Phillips,Liverpool,ENG,DF,25.0,2,0,0
Ben Doak,Liverpool,SCO,FW,17.0,2,0,0
Bobby Clark,Liverpool,ENG,MF,18.0,1,0,0
Adrián,Liverpool,ESP,GK,36.0,0,0,0
Luke Chambers,Liverpool,ENG,DF,18.0,0,0,0
Harvey Davies,Liverpool,ENG,GK,19.0,0,0,0
Sepp van den Berg,Liverpool,NED,"DF,MF",21.0,0,0,0
Caoimhín Kelleher,Liverpool,IRL,GK,24.0,0,0,0
Arthur Melo,Liverpool,BRA,MF,26.0,0,0,0
Calvin Ramsay,Liverpool,SCO,DF,19.0,0,0,0
Ezri Konsa,Aston Villa,ENG,DF,25.0,21,0,0
Tyrone Mings,Aston Villa,ENG,DF,29.0,19,0,1
Emiliano Martínez,Aston Villa,ARG,GK,30.0,19,0,0
Ollie Watkins,Aston Villa,ENG,FW,27.0,20,5,4
Leon Bailey,Aston Villa,JAM,"FW,MF",25.0,20,4,2
Douglas Luiz,Aston Villa,BRA,MF,24.0,20,2,4
Jacob Ramsey,Aston Villa,ENG,MF,21.0,18,2,2
John McGinn,Aston Villa,SCO,MF,28.0,17,0,1
Boubacar Kamara,Aston Villa,FRA,MF,23.0,15,0,1
Lucas Digne,Aston Villa,FRA,DF,29.0,15,1,0
Emi Buendía,Aston Villa,ARG,"MF,FW",26.0,21,3,0
Ashley Young,Aston Villa,ENG,DF,37.0,17,1,0
Matty Cash,Aston Villa,POL,DF,25.0,17,0,0
Danny Ings,Aston Villa,ENG,FW,30.0,18,6,0
Philippe Coutinho,Aston Villa,BRA,"MF,FW",30.0,18,0,0
Leander Dendoncker,Aston Villa,BEL,MF,27.0,12,0,0
Robin Olsen,Aston Villa,SWE,GK,33.0,3,0,0
Diego Carlos,Aston Villa,BRA,DF,29.0,2,0,0
Álex Moreno,Aston Villa,ESP,DF,29.0,3,0,0
Calum Chambers,Aston Villa,ENG,"DF,MF",28.0,4,0,0
Jan Bednarek,Aston Villa,POL,DF,26.0,3,0,0
Ludwig Augustinsson,Aston Villa,SWE,DF,28.0,3,0,0
Cameron Archer,Aston Villa,ENG,"FW,MF",21.0,6,0,0
Morgan Sanson,Aston Villa,FRA,MF,28.0,2,0,0
Jhon Durán,Aston Villa,COL,FW,19.0,1,0,0
Lamare Bogarde,Aston Villa,NED,MF,19.0,0,0,0
Tim Iroegbunam,Aston Villa,ENG,MF,19.0,0,0,0
Filip Marshall,Aston Villa,ENG,GK,19.0,0,0,0
Marvelous Nakamba,Aston Villa,ZIM,MF,29.0,0,0,0
Viljami Sinisalo,Aston Villa,FIN,GK,21.0,0,0,0
Kadan Young,Aston Villa,ENG,MF,17.0,0,0,0
Vicente Guaita,Crystal Palace,ESP,GK,36.0,21,0,0
Marc Guéhi,Crystal Palace,ENG,DF,22.0,20,0,0
Wilfried Zaha,Crystal Palace,CIV,"FW,MF",30.0,19,6,2
Cheick Doucouré,Crystal Palace,MLI,MF,23.0,19,0,2
Eberechi Eze,Crystal Palace,ENG,"MF,FW",24.0,21,3,3
Jeffrey Schlupp,Crystal Palace,GHA,MF,30.0,21,1,0
Joachim Andersen,Crystal Palace,DEN,DF,26.0,17,1,0
Jordan Ayew,Crystal Palace,GHA,"FW,MF",31.0,21,1,1
Tyrick Mitchell,Crystal Palace,ENG,DF,23.0,19,0,2
Joel Ward,Crystal Palace,ENG,DF,33.0,16,0,0
Michael Olise,Crystal Palace,FRA,"MF,FW",21.0,20,2,4
Nathaniel Clyne,Crystal Palace,ENG,DF,31.0,15,0,0
Odsonne Édouard,Crystal Palace,FRA,"FW,MF",25.0,19,3,2
Jean-Philippe Mateta,Crystal Palace,FRA,FW,25.0,17,1,0
Chris Richards,Crystal Palace,USA,DF,22.0,7,0,0
Will Hughes,Crystal Palace,ENG,MF,27.0,15,0,0
Luka Milivojević,Crystal Palace,SRB,MF,31.0,11,0,0
James Tomkins,Crystal Palace,ENG,DF,33.0,3,0,0
Jaïro Riedewald,Crystal Palace,NED,"DF,FW",26.0,4,0,0
Malcolm Ebiowei,Crystal Palace,ENG,"MF,FW",19.0,3,0,0
Albert Sambi Lokonga,Crystal Palace,BEL,MF,23.0,1,0,0
Naouirou Ahamada,Crystal Palace,FRA,MF,20.0,1,0,0
David Ozoh,Crystal Palace,,FW,17.0,1,0,0
Kofi Balmer,Crystal Palace,NIR,DF,22.0,0,0,0
Jack Butland,Crystal Palace,ENG,GK,29.0,0,0,0
Owen Goodman,Crystal Palace,ENG,GK,19.0,0,0,0
John-Kymani Gordon,Crystal Palace,ENG,FW,19.0,0,0,0
Sam Johnstone,Crystal Palace,ENG,GK,29.0,0,0,0
Killian Phillips,Crystal Palace,IRL,DF,20.0,0,0,0
Luke Plange,Crystal Palace,ENG,FW,20.0,0,0,0
Kaden Rodney,Crystal Palace,ENG,MF,18.0,0,0,0
Jack Wells-Morrison,Crystal Palace,ENG,MF,18.0,0,0,0
Joseph Whitworth,Crystal Palace,ENG,GK,18.0,0,0,0
Brennan Johnson,Nott'ham Forest,WAL,FW,21.0,21,5,2
Dean Henderson,Nott'ham Forest,ENG,GK,25.0,18,0,0
Morgan Gibbs-White,Nott'ham Forest,ENG,"MF,FW",23.0,18,2,4
Scott McKenna,Nott'ham Forest,SCO,DF,26.0,17,0,0
Ryan Yates,Nott'ham Forest,ENG,MF,25.0,18,0,1
Remo Freuler,Nott'ham Forest,SUI,MF,30.0,17,0,0
Neco Williams,Nott'ham Forest,WAL,DF,21.0,21,0,0
Joe Worrall,Nott'ham Forest,ENG,DF,26.0,16,0,0
Renan Lodi,Nott'ham Forest,BRA,DF,24.0,13,0,0
Serge Aurier,Nott'ham Forest,CIV,DF,30.0,13,1,0
Steve Cook,Nott'ham Forest,ENG,DF,31.0,12,0,0
Jesse Lingard,Nott'ham Forest,ENG,"FW,MF",30.0,14,0,0
Taiwo Awoniyi,Nott'ham Forest,NGA,FW,25.0,16,4,0
Cheikhou Kouyaté,Nott'ham Forest,SEN,"MF,DF",33.0,12,1,0
Orel Mangala,Nott'ham Forest,BEL,MF,24.0,13,0,0
Willy Boly,Nott'ham Forest,CIV,DF,32.0,7,0,1
Harry Toffolo,Nott'ham Forest,ENG,DF,27.0,10,0,0
Lewis O'Brien,Nott'ham Forest,ENG,MF,24.0,13,1,0
Emmanuel Dennis,Nott'ham Forest,NGA,FW,25.0,10,1,1
Wayne Hennessey,Nott'ham Forest,WAL,GK,36.0,2,0,0
Moussa Niakhate,Nott'ham Forest,FRA,DF,26.0,2,0,0
Chris Wood,Nott'ham Forest,NZL,FW,31.0,2,0,0
Jack Colback,Nott'ham Forest,ENG,MF,33.0,8,0,0
Sam Surridge,Nott'ham Forest,ENG,FW,24.0,14,1,0
Gustavo Scarpa,Nott'ham Forest,BRA,MF,29.0,3,0,0
Danilo,Nott'ham Forest,BRA,MF,21.0,2,0,0
Keylor Navas,Nott'ham Forest,CRC,GK,36.0,1,0,0
Giulian Biancone,Nott'ham Forest,FRA,DF,22.0,2,0,0
Alexander Mighten,Nott'ham Forest,ENG,FW,20.0,1,0,0
Cafú,Nott'ham Forest,POR,MF,29.0,1,0,0
André Ayew,Nott'ham Forest,GHA,FW,33.0,1,0,0
Loïc Bade,Nott'ham Forest,FRA,DF,22.0,0,0,0
Felipe,Nott'ham Forest,BRA,DF,33.0,0,0,0
Oliver Hammond,Nott'ham Forest,WAL,MF,20.0,0,0,0
Loïc Mbe Soh,Nott'ham Forest,FRA,DF,21.0,0,0,0
